year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice
2012,Ford,Explorer,Base,SUV,automatic,1fmhk7b84cga36676,ca,35,37704,blue,tan,galpin ford studio rentals,17050,18000
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,2c4rdgeg0er179194,ca,35,37670,white,black,avis corporation,19050,19600
2011,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jf0bu041088,ca,35,37173,gray,black,hyundai motor finance,25800,25800
2011,Kia,Forte,SX,Sedan,automatic,knafw4a30b5444152,ca,35,36853,silver,black,first investors servicing corp,10350,10600
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak5cw183626,ca,35,36431,silver,black,dtg operations inc,14450,14100
2012,Dodge,Charger,SXT,Sedan,automatic,2c3cdxhg5ch244551,ca,35,36329,blue,black,buyers auto sales,15950,20300
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh327134,ca,35,36307,gray,gray,enterprise vehicle exchange/orange,11500,11700
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn538325,ca,35,35900,black,black,avis rac/san leandro,12950,13500
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c5xbf127784,ca,35,35158,gray,black,financial services remarketing (lease),19950,18900
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c52ce729136,ca,35,35000,silver,off-white,financial services remarketing (lease),27800,27500
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl769100,ca,35,34155,black,gray,wells fargo dealer services,9300,10400
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb0ar107976,ca,35,34107,black,black,hoehn motors inc,17050,16750
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8ca631285,ca,35,34046,silver,black,mercedes-benz financial services,21700,21750
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn458231,ca,35,33732,white,black,nissan-infiniti lt,12450,12500
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxca673179,ca,35,33699,white,black,mercedes-benz financial services,21700,21250
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f65ca245389,ca,35,30908,gray,black,ahfc/honda lease trust/hvt  inc.,13200,14100
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f66ca042222,ca,35,30866,silver,black,ahfc/honda lease trust/hvt  inc. eot,13200,13900
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8bt007656,ca,35,29377,black,beige,nissan-infiniti lt,10050,9500
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h52cb009680,ca,35,29120,black,gray,ahfc/honda lease trust/hvt  inc.,24600,23000
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4cr176880,ca,35,28992,silver,beige,ford motor credit company llc pd,11750,12200
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap9dl882803,ca,35,27953,red,black,fleet link services inc,10000,10000
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g59bnn81752,ca,35,27588,black,tan,financial services remarketing (lease),20800,20500
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g51bnn78470,ca,35,27154,gray,black,financial services remarketing (lease),20800,21500
2011,Jaguar,XF,Premium,Sedan,automatic,sajwa0gb3blr86013,ca,35,26500,blue,beige,jpmorgan chase bank n.a.,26100,24500
2013,Toyota,Corolla,S Special Edition,Sedan,automatic,5yfbu4ee8dp220569,ca,35,19377,gray,gray,toyota financial services,11850,12400
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c54bf094053,ca,35,17914,black,black,financial services remarketing (lease),21700,22250
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn419692,ca,35,11951,white,black,nissan-infiniti lt,13900,13700
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hbxdf943918,ca,35,10782,gray,black,mercedes-benz financial services,26000,26000
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae4fh552981,ca,35,3367,silver,gray,ag leaseplan,13900,13200
2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f50ah330770,ca,36,81054,gray,gray,santander consumer,7950,9500
2010,Chevrolet,malibu,ls,sedan,automatic,1g1zb5ebxaf212632,ca,36,78416,black,gray,donlen corporation,7425,8100
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap3bn432354,ca,36,75965,White,gray,nissan motor acceptance corporation,9125,9600
2010,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcrcse09ag128673,ca,36,73437,blue,black,jpmorgan chase bank n.a.,18300,18000
2012,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c52cl424733,ca,36,66901,white,beige,financial services remarketing (lease),30200,30700
2010,Dodge,Journey,SE,SUV,automatic,3d4pg4fb8at117696,ca,36,65963,black,black,jpmorgan chase bank n.a.,8500,8800
2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg6cl192916,ca,36,64624,red,black,the hertz corporation,21700,20900
2012,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew4cg120134,ca,36,62827,black,black,enterprise fleet management exchange  inc.,12800,11500
2011,Chevrolet,Traverse,LS,SUV,automatic,1gnkreed9bj197245,ca,36,62184,gray,gray,skyhigh remarketing inc,12300,13500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc150000,ca,36,61281,black,black,merchants automotive group,9850,9800
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap8bl670529,ca,36,59597,blue,beige,nissan motor acceptance corporation,8350,9300
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b99hr16630,ca,36,58637,red,tan,hoehn motors inc,18000,18600
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g52bnm77179,ca,36,57023,gray,black,financial services remarketing (lease),16400,17000
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2epxcc171389,ca,36,50358,gray,black,santander consumer,12300,12000
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn9aw296661,ca,36,49974,blue,gray,primeritus remarketing/loan service center,7075,7700
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f60ca025223,ca,36,49800,white,beige,ahfc/honda lease trust/hvt  inc. eot,12300,13500
2012,BMW,3 Series,335is,Convertible,automatic,wbadx1c57ce570754,ca,36,48143,black,black,financial services remarketing (lease),33800,33000
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f51ce310351,ca,36,47851,silver,gray,ahfc/honda lease trust/hvt  inc.,10550,11400
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc3cba33884,ca,36,47548,black,black,ford motor credit company llc pd,19050,19100
2010,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcrkse3xag108607,ca,36,45187,white,beige,merchants automotive group,23900,20600
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnn59112,ca,36,43616,black,beige,financial services remarketing (lease),18200,19000
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee6az309342,ca,36,43285,white,black,tustin community bank,9425,11000
2012,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrcse01cz217074,ca,36,41875,black,black,wells fargo dealer services,19700,20100
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae3du421257,ca,36,41841,gray,beige,dtg operations inc,9425,9400
2011,Ford,Fusion,SPORT,Sedan,automatic,3fahp0kcxbr292447,ca,36,41665,black,black,exeter finance corp,13150,12000
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb4ca658244,ca,36,41302,white,black,mercedes-benz usa,26900,23000
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc259084,ca,36,40425,white,white,merchants leasing,13200,12500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn450652,ca,36,40330,white,black,nissan-infiniti lt,12000,11500
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh323156,ca,36,40079,silver,White,enterprise veh exchange/rental,11250,11300
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du9d5636594,ca,36,39968,black,gray,toyota financial services/avis budget group-open,15150,15800
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap5bl725745,ca,36,39958,white,gray,nissan-infiniti lt,9250,10750
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee0az336682,ca,36,39958,gold,tan,exeter finance corp,8725,10500
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4aexcu364575,ca,36,39015,black,beige,hyundai motor finance,10100,11100
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k69f151730,ca,36,38822,white,gray,enterprise fleet management exchange  inc.,22200,20000
2011,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac1bh167731,ca,36,38781,black,black,santander consumer,11900,12600
2013,Toyota,Venza,LE,Wagon,automatic,4t3za3bb6du074111,ca,36,38288,white,beige,avis rac/san leandro,16850,17100
2012,Ford,Mustang,V6,Coupe,automatic,1zvbp8am1c5278897,ca,36,37966,red,black,ford motor credit company llc pd,13300,12100
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap6dl694420,ca,36,37293,red,black,merchants automotive group,10550,11100
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dn535427,ca,36,37136,red,beige,avis corporation,12900,13800
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g51bnm83393,ca,36,36996,black,black,financial services remarketing (lease),19100,19500
2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h41cb073757,ca,36,36351,gray,gray,ahfc/honda lease trust/hvt  inc. eot,17800,19100
2013,Nissan,Sentra,FE+ SV,Sedan,automatic,3n1ab7ap0dl726200,ca,36,36247,black,black,avis corporation,11000,11400
2012,Honda,Accord,EX V-6,Sedan,automatic,1hgcp3f79ca004479,ca,36,36233,gray,gray,ahfc/honda lease trust/hvt  inc. eot,14950,14600
2011,Kia,Optima,SX,Sedan,automatic,knagr4a64b5058937,ca,36,34603,red,black,ecars,15450,16750
2012,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h60cb003457,ca,36,34467,silver,brown,ahfc/honda lease trust/hvt  inc. eot,22300,22250
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c52bf181994,ca,36,34391,black,black,financial services remarketing (lease),23000,20500
2012,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2cu281450,ca,36,34230,gray,gray,hyundai motor finance,12200,12700
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl763961,ca,36,33730,black,gray,autonet trading,9600,10400
2012,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae3ch122158,ca,36,33191,white,black,hyundai motor finance,12250,12800
2012,Kia,Sorento,LX,SUV,automatic,5xykt3a69cg304916,ca,36,32661,silver,black,kia motors finance,13950,15200
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce729732,ca,36,32456,blue,off-white,financial services remarketing (lease),27500,26750
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5bt008280,ca,36,31287,black,beige,nissan-infiniti lt,9725,11000
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a64dg097254,ca,36,30333,black,black,kia motors finance,20600,19900
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56bf093700,ca,36,28727,black,black,financial services remarketing (lease),20200,20750
2012,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae1ch113720,ca,36,28514,gray,gray,hyundai motor finance,12550,12700
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh771160,ca,36,28231,gray,gray,gm financial,12650,13400
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn434122,ca,36,26203,white,black,nissan-infiniti lt,12950,13000
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv0cw352146,ca,36,25635,gray,black,nissan-infiniti lt,16300,15250
2011,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb3ba341479,ca,36,23375,black,black,mercedes-benz financial services,26500,26000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn479356,ca,36,20526,white,gray,nissan-infiniti lt,13300,12500
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb7ba523281,ca,36,15250,black,black,mercedes-benz financial services,21400,22500
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a61dg178423,ca,36,11238,gray,black,kia motors finance,22400,23000
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap6dl708901,ca,36,10688,black,black,nissan motor acceptance corporation,12850,14500
2013,Hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae4du168333,ca,36,10474,white,black,hyundai motor america/co car,15000,16100
2013,Nissan,Leaf,S,Hatchback,automatic,1n4az0cpxdc400130,ca,36,8485,black,black,nissan north america inc.,15150,15000
2010,Toyota,RAV4,Sport,SUV,automatic,jtmwf4dv0ad016232,ca,37,76648,gray,black,corona auto wholesale inc,13350,13900
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw7bg159638,ca,37,75442,gray,beige,fleet masters,10300,10300
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap3cl625581,ca,37,71281,silver,gray,metro nissan of montclair,7750,9100
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja3cr291867,ca,37,70151,black,gray,dtg operations inc,9700,9500
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du3b5329435,ca,37,69341,black,gray,toyota financial services,11950,12400
2010,BMW,7 Series,750Li,Sedan,automatic,wbakb8c58acy63859,ca,37,64010,beige,beige,caseys cars inc,28400,28500
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4bh028034,ca,37,61750,blue,gray,santander consumer,9100,10000
2011,Jaguar,XF,Supercharged,Sedan,automatic,sajwa0he0bms08738,ca,37,57325,gray,black,jpmorgan chase bank n.a.,28100,27000
2012,Honda,Pilot,Touring,SUV,automatic,5fnyf3h99cb009193,ca,37,57075,black,gray,high bid trading co inc,23900,24500
2011,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e19bf152614,ca,37,56866,White,brown,wheels exchange llc,8350,10100
2010,Honda,Accord,EX,Sedan,automatic,1hgcp2f73aa191256,ca,37,55424,black,beige,exeter finance corp,11200,12500
2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a62cg078250,ca,37,54430,gray,black,kia motors finance,16200,16200
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4bh196112,ca,37,54419,silver,black,jpmorgan chase bank n.a.,9375,11300
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ca063476,ca,37,53340,gray,gray,ahfc/honda lease trust/hvt  inc.,11100,12300
2012,Chevrolet,Cruze,Eco,Sedan,manual,1g1pk5sc4c7113452,ca,37,49866,white,gray,wells fargo dealer services,9300,9900
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em9c5273358,ca,37,49668,red,black,dtg operations inc,11500,11200
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h59cb020787,ca,37,48942,white,gray,ahfc/honda lease trust/hvt  inc. eot,22700,22800
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab0ch368738,ca,37,48562,silver,gray,hyundai motor finance,14300,14000
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4ch396389,ca,37,48502,gray,gray,hyundai motor finance,10500,11500
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dc259891,ca,37,47601,black,black,merchants leasing,12600,12200
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkrged5bj296981,ca,37,47221,gray,gray,the hertz corporation,15000,15300
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f5xce366482,ca,37,43894,black,gray,ahfc/honda lease trust/hvt  inc.,10750,12000
2012,Honda,Civic,LX,Sedan,automatic,2hgfb2f56ch546404,ca,37,43570,red,tan,ahfc/honda lease trust/hvt  inc. eot,10750,12200
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn518833,ca,37,43262,black,tan,avis corporation,12750,13400
2012,Honda,CR-V,EX-L,SUV,automatic,jhlrm3h75cc002265,ca,37,43096,black,black,barber honda,19550,19250
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg3dl620646,ca,37,42482,black,black,avis corporation,24200,25000
2012,Hyundai,Tucson,GLS,SUV,automatic,km8ju3ac2cu324482,ca,37,42446,black,black,hyundai motor finance,14050,13500
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb7e7115336,ca,37,40894,blue,black,avis corporation,13400,10000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c59be852549,ca,37,39447,white,tan,financial services remarketing (lease),18750,21750
2013,Kia,Forte,LX,Sedan,automatic,knaft4a2xd5718881,ca,37,39081,white,beige,kia motors finance,8075,8500
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh752037,ca,37,39062,blue,gray,avis corporation,12000,12200
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap5bl722263,ca,37,37876,black,gray,nissan-infiniti lt,9375,10500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c5xba448462,ca,37,37846,black,beige,mckenna audi/mckenna bmw,19050,16600
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4cr310450,ca,37,37315,gray,black,ford motor credit company llc pd,11200,12200
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0dh721038,ca,37,37154,black,gray,hyundai motor finance,12400,12100
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c52cl721643,ca,37,37120,black,red,l m auto wholesale,27700,27500
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb4e7109323,ca,37,36771,silver,black,avis rac/san leandro,13000,13600
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f65ca220069,ca,37,36706,silver,black,ahfc/honda lease trust/hvt  inc.,12900,14000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn417746,ca,37,36688,White,gray,nissan-infiniti lt,12250,12400
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu4bf8dk013024,ca,37,36431,black,black,avis rac/san leandro,25200,24200
2012,Ford,Fiesta,SE,Hatchback,manual,3fadp4ej1cm105661,ca,37,36404,red,black,ford motor credit company llc pd,8700,8200
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh743407,ca,37,36194,silver,gray,avis rac/san leandro,12150,13200
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g57bnn59229,ca,37,36073,gray,black,financial services remarketing (lease),19250,19500
2011,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jf8bu042912,ca,37,36047,black,black,hyundai motor finance,25500,26000
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c58ce728833,ca,37,35711,blue,beige,walters auto sales/service inc,27700,25500
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a7xdg214617,ca,37,35707,silver,gray,enterprise veh exchange/rental,12900,13300
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac6dh513954,ca,37,35428,black,beige,hyundai motor finance,16000,16200
2011,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c55bl661293,ca,37,35226,black,black,financial services remarketing (lease),31000,33500
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap5dl617389,ca,37,35011,black,black,nissan motor acceptance corporation,11500,12000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnm76701,ca,37,34693,gray,White,financial services remarketing (lease),19400,20500
2013,Nissan,Rogue,S,SUV,automatic,jn8as5mv2dw116535,ca,37,34651,white,gray,enterprise veh exchange/rental,14300,14900
2013,Kia,Forte,EX,Sedan,automatic,knafu4a20d5658140,ca,37,33980,gray,gray,kia motors finance,10200,10400
2011,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,1j4ba6h18bl551990,ca,37,33626,black,brown,us bank,28900,30750
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du7b5321998,ca,37,31994,silver,gray,toyota financial services,14200,13800
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn400496,ca,37,31843,black,gray,nissan-infiniti lt,12550,15250
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c59ba447318,ca,37,31324,white,gray,financial services remarketing (lease),19850,20500
2011,Ford,F-150,FX4,SuperCab,automatic,1ftfx1ef7bke22718,ca,37,29711,black,black,ford motor credit company llc pd,26200,27100
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap2dl764267,ca,37,29111,red,black,santander consumer,11900,12200
2012,Hyundai,Genesis,4.6,Sedan,automatic,kmhgc4df0cu165745,ca,37,28067,red,tan,hyundai motor finance,20600,19800
2012,Dodge,Charger,SRT8,Sedan,automatic,2c3cdxej5ch103303,ca,37,27842,black,black,high bid trading co inc,31600,34750
2013,Nissan,Cube,1.8 SL,Wagon,automatic,jn8az2kr3dt302814,ca,37,26505,blue,black,wells fargo dealer services,11850,12100
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dn433729,ca,37,26221,White,black,nissan-infiniti lt,14200,15500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn429618,ca,37,25317,blue,black,nissan-infiniti lt,13000,13000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn421025,ca,37,25195,White,black,nissan-infiniti lt,13000,12000
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap5dl844212,ca,37,24984,silver,black,black/white auto sales,10200,9200
2012,Ford,Focus,S,Sedan,manual,1fahp3e23cl410357,ca,37,23903,blue,black,ford motor credit company llc,8475,8200
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb5df998504,ca,37,23783,black,tan,mercedes-benz financial services,24900,22500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c55ba446215,ca,37,23281,black,gray,financial services remarketing (lease),20900,21000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cc128710,ca,37,21689,white,gray,nissan-infiniti lt,13250,12000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c51ba447104,ca,37,20363,gray,black,financial services remarketing (lease),20400,19500
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hbxdg003743,ca,37,18960,black,beige,mercedes-benz financial services,25300,22750
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dn447420,ca,37,15690,white,black,nissan-infiniti lt,15000,17000
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae7dh225536,ca,37,13871,white,black,hyundai motor america/co car,15100,15900
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcrecxeg363552,ca,37,6726,black,black,repo remarketing/visterra credit union,26900,30250
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1ch308852,ca,38,80181,white,beige,exeter finance corp,9150,10100
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg6cr296274,ca,38,75658,white,tan,dtg operations inc,8750,9200
2011,Ford,Explorer,XLT,SUV,automatic,1fmhk8d88bga57418,ca,38,75162,gray,black,premium auto wholesale,18350,17500
2011,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c59bll67929,ca,38,72841,gray,black,financial services remarketing (lease),25500,27750
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw9bw183840,ca,38,69268,white,beige,nissan-infiniti lt,17050,17500
2014,Chevrolet,Traverse,LT,SUV,automatic,1gnkrgkd3ej138955,ca,38,69242,white,gray,vpsi  inc,21600,16500
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zd5e01cf385922,ca,38,67321,silver,black,the hertz corporation/gm,9400,9300
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cc177703,ca,38,65320,White,black,nissan-infiniti lt,10350,10250
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab0cn322185,ca,38,63184,gray,black,dtg operations inc,7950,8000
2011,Nissan,Armada,Platinum,SUV,automatic,5n1ba0nf5bn619150,ca,38,63026,red,black,nissan motor acceptance corporation,23600,22250
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be4ca779566,ca,38,61663,black,gray,the hertz corporation,26900,26801
2012,Ford,Escape,XLS,SUV,automatic,1fmcu0c71cka22717,ca,38,61007,black,beige,ford motor credit company llc,10250,10200
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad5au179821,ca,38,60631,black,gray,hyundai motor finance,6550,7700
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdx03584,ca,38,59814,white,black,financial services remarketing (lease),26500,28000
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be2ca778965,ca,38,58460,White,black,mercedes-benz finc wholesale advantage,27800,27750
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f27cl145683,ca,38,58045,silver,black,santander consumer,8550,9300
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c50cc808946,ca,38,52387,gray,black,financial services remarketing (lease),31300,32500
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5cr238545,ca,38,52012,blue,black,galpin ford studio rentals,10250,9250
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja0cr238558,ca,38,51424,white,beige,galpin ford studio rentals,11200,11250
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c58bc875162,ca,38,51203,blue,White,financial services remarketing (lease),27200,26500
2011,Chevrolet,Equinox,LS,SUV,automatic,2cnalbec2b6364503,ca,38,49945,white,gray,wheels exchange llc,11600,13500
2011,BMW,3 Series,335is,Convertible,automatic,wbadx1c51be394492,ca,38,49765,white,red,ubs wholesale,29900,29000
2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4ad8c5031853,ca,38,49523,silver,black,kia motors finance,13750,14200
2011,Nissan,Murano,LE,SUV,automatic,jn8az1mu8bw063817,ca,38,48202,gray,black,nissan-infiniti lt,15850,19500
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl9cn004681,ca,38,48158,blue,gray,fratelli investment group,18650,19500
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2ca657803,ca,38,48020,white,beige,elad motors,20300,20250
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cc137726,ca,38,48019,White,gray,nissan-infiniti lt,11500,11600
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh636875,ca,38,47516,black,beige,hyundai motor finance,11850,11700
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,wddhf8jb4ca571916,ca,38,46114,black,black,the hertz corporation,26900,24000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn406650,ca,38,45288,White,black,nissan-infiniti lt,11700,11250
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5g50bnn01152,ca,38,45284,white,black,financial services remarketing (lease),23200,25750
2011,Jaguar,XK,Base,Convertible,automatic,sajwa4gb2blb41678,ca,38,43231,gray,black,jpmorgan chase bank n.a.,34400,33500
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh680813,ca,38,40322,silver,gray,avis corporation,11900,12300
2011,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c50bl661864,ca,38,39989,White,black,financial services remarketing (lease),30300,33750
2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg9cl227569,ca,38,39702,red,black,avis corporation,24900,25000
